申請年度,項次,業者名稱,電廠名稱,施工取得日期,土地面積,裝置容量,縣市,鄉鎮區,地段,地號
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2891-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2908
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2908-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2908-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2909
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2909-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2910
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2910-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2910-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2911
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2911-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2911-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2912
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2912-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2912-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2913
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2913-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2913-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2914-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2914-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2915
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2915-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2915-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2916
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2916-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2916-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2916-3
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2917
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2917-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2949
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2949-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2950-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2950-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2951
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2951-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2951-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2952
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2952-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2952-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2953
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2953-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2953-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2954
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2954-4
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2955
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2955-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2956
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2956-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2956-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2957
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2957-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2957-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2958
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2958-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2958-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2958-3
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2959
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2959-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2960
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2960-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2960-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2961
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2961-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2961-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2962
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2962-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2962-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2963
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2963-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2963-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2964-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2964-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2964-3
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2965
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2965-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2965-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2966
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2966-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2976
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2976-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2976-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2977
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2977-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2978
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2978-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2978-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2979
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2979-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2979-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2980
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2980-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2980-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2981
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2981-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2981-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2982
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2982-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2983
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2983-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2983-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2984
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2984-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2984-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2985
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2985-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2985-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2986
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2986-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2986-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2987-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2987-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2988
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2988-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2988-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2989
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2989-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2989-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2990
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2990-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2990-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2991
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,2991-3
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3031
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3031-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3031-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3032
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3032-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3032-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3033
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3033-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3033-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3034
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3034-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3034-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3035
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3035-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3036
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3036-1
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3036-2
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3037
110,22,台灣艾貴綠能股份有限公司,艾貴綠能田寮發電廠,"110/05/05 核發 43969.8, 110/07/27 下修 41864.4","401,636.000","43,969.800",台南市,鹽水區,番子厝段,3037-1
